INDICATOR;Indicator;Code;Country;Year;Time;Value;Flag Codes;Flags
GERD;GERD as a percentage of GDP;BMU;Bermuda;2010;2010;0.1805;;
GERD;GERD as a percentage of GDP;BMU;Bermuda;2011;2011;0.26195;;
GERD;GERD as a percentage of GDP;BMU;Bermuda;2012;2012;0.23355;;
GERD;GERD as a percentage of GDP;BMU;Bermuda;2013;2013;0.1963;;
GERD;GERD as a percentage of GDP;BMU;Bermuda;2014;2014;0.19083;;
GERD;GERD as a percentage of GDP;BMU;Bermuda;2015;2015;0.19507;;
GERD;GERD as a percentage of GDP;BMU;Bermuda;2018;2018;0.22856;;
GERD;GERD as a percentage of GDP;BMU;Bermuda;2019;2019;0.26237;;
GERD;GERD as a percentage of GDP;BMU;Bermuda;2020;2020;0.22693;;
GERD;GERD as a percentage of GDP;BOL;Bolivia (Plurinational State of);2000;2000;0.28744;;
GERD;GERD as a percentage of GDP;BOL;Bolivia (Plurinational State of);2001;2001;0.29358;;
GERD;GERD as a percentage of GDP;BOL;Bolivia (Plurinational State of);2002;2002;0.27663;;
GERD;GERD as a percentage of GDP;BOL;Bolivia (Plurinational State of);2009;2009;0.157;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2000;2000;1.04751;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2001;2001;1.06198;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2002;2002;1.00968;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2003;2003;0.99939;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2004;2004;0.96343;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2005;2005;1.00246;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2006;2006;0.98807;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2007;2007;1.08138;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2008;2008;1.12904;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2009;2009;1.11866;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2010;2010;1.15992;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2011;2011;1.13966;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2012;2012;1.12684;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2013;2013;1.19567;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2014;2014;1.26971;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2015;2015;1.37093;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2016;2016;1.28637;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2017;2017;1.1175;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2018;2018;1.16769;;
GERD;GERD as a percentage of GDP;BRA;Brazil;2019;2019;1.20803;;
GERD;GERD as a percentage of GDP;BRN;Brunei Darussalam;2002;2002;0.01592;;
GERD;GERD as a percentage of GDP;BRN;Brunei Darussalam;2003;2003;0.01842;;
GERD;GERD as a percentage of GDP;BRN;Brunei Darussalam;2004;2004;0.03701;;
GERD;GERD as a percentage of GDP;BRN;Brunei Darussalam;2018;2018;0.27763;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2000;2000;0.49517;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2001;2001;0.44709;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2002;2002;0.46473;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2003;2003;0.47222;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2004;2004;0.47086;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2005;2005;0.44269;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2006;2006;0.44216;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2007;2007;0.4303;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2008;2008;0.44766;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2009;2009;0.49338;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2010;2010;0.56307;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2011;2011;0.52951;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2012;2012;0.60036;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2013;2013;0.63433;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2014;2014;0.79005;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2015;2015;0.94917;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2016;2016;0.76976;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2017;2017;0.73995;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2018;2018;0.75379;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2019;2019;0.83237;;
GERD;GERD as a percentage of GDP;BGR;Bulgaria;2020;2020;0.85351;;
GERD;GERD as a percentage of GDP;BFA;Burkina Faso;2001;2001;0.16816;;
GERD;GERD as a percentage of GDP;BFA;Burkina Faso;2002;2002;0.30111;;
GERD;GERD as a percentage of GDP;BFA;Burkina Faso;2003;2003;0.24112;;
GERD;GERD as a percentage of GDP;BFA;Burkina Faso;2004;2004;0.21514;;
GERD;GERD as a percentage of GDP;BFA;Burkina Faso;2005;2005;0.15166;;
GERD;GERD as a percentage of GDP;BFA;Burkina Faso;2007;2007;0.09836;;
GERD;GERD as a percentage of GDP;BFA;Burkina Faso;2008;2008;0.16568;;
GERD;GERD as a percentage of GDP;BFA;Burkina Faso;2009;2009;0.17787;;
GERD;GERD as a percentage of GDP;BFA;Burkina Faso;2014;2014;0.19719;;
GERD;GERD as a percentage of GDP;BFA;Burkina Faso;2017;2017;0.61361;;
GERD;GERD as a percentage of GDP;BFA;Burkina Faso;2019;2019;0.17278;;
GERD;GERD as a percentage of GDP;BFA;Burkina Faso;2020;2020;0.24824;;
GERD;GERD as a percentage of GDP;KHM;Cambodia;2002;2002;0.0498;+;National Estimation
GERD;GERD as a percentage of GDP;KHM;Cambodia;2015;2015;0.11823;;
GERD;GERD as a percentage of GDP;CHN;China;2000;2000;0.89316;;
GERD;GERD as a percentage of GDP;CHN;China;2001;2001;0.94033;;
GERD;GERD as a percentage of GDP;CHN;China;2002;2002;1.05786;;
GERD;GERD as a percentage of GDP;CHN;China;2003;2003;1.12037;;
GERD;GERD as a percentage of GDP;CHN;China;2004;2004;1.21498;;
GERD;GERD as a percentage of GDP;CHN;China;2005;2005;1.30792;;
GERD;GERD as a percentage of GDP;CHN;China;2006;2006;1.36854;;
GERD;GERD as a percentage of GDP;CHN;China;2007;2007;1.37369;;
GERD;GERD as a percentage of GDP;CHN;China;2008;2008;1.44592;;
GERD;GERD as a percentage of GDP;CHN;China;2009;2009;1.6648;;
GERD;GERD as a percentage of GDP;CHN;China;2010;2010;1.71372;;
GERD;GERD as a percentage of GDP;CHN;China;2011;2011;1.78034;;
GERD;GERD as a percentage of GDP;CHN;China;2012;2012;1.91214;;
GERD;GERD as a percentage of GDP;CHN;China;2013;2013;1.99786;;
GERD;GERD as a percentage of GDP;CHN;China;2014;2014;2.02243;;
GERD;GERD as a percentage of GDP;CHN;China;2015;2015;2.05701;;
GERD;GERD as a percentage of GDP;CHN;China;2016;2016;2.10033;;
GERD;GERD as a percentage of GDP;CHN;China;2017;2017;2.11603;;
GERD;GERD as a percentage of GDP;CHN;China;2018;2018;2.14058;;
GERD;GERD as a percentage of GDP;CHN;China;2019;2019;2.24463;;
GERD;GERD as a percentage of GDP;CHN;China;2020;2020;2.40093;;
GERD;GERD as a percentage of GDP;COL;Colombia;2000;2000;0.13106;;
GERD;GERD as a percentage of GDP;COL;Colombia;2001;2001;0.1329;;
GERD;GERD as a percentage of GDP;COL;Colombia;2002;2002;0.15559;;
GERD;GERD as a percentage of GDP;COL;Colombia;2003;2003;0.17398;;
GERD;GERD as a percentage of GDP;COL;Colombia;2004;2004;0.16964;;
GERD;GERD as a percentage of GDP;COL;Colombia;2005;2005;0.16557;;
GERD;GERD as a percentage of GDP;COL;Colombia;2006;2006;0.16427;;
GERD;GERD as a percentage of GDP;COL;Colombia;2007;2007;0.18307;;
GERD;GERD as a percentage of GDP;COL;Colombia;2008;2008;0.19541;;
GERD;GERD as a percentage of GDP;COL;Colombia;2009;2009;0.19351;;
GERD;GERD as a percentage of GDP;COL;Colombia;2010;2010;0.19358;;
GERD;GERD as a percentage of GDP;COL;Colombia;2011;2011;0.19842;;
GERD;GERD as a percentage of GDP;COL;Colombia;2012;2012;0.22116;;
GERD;GERD as a percentage of GDP;COL;Colombia;2013;2013;0.25761;;
GERD;GERD as a percentage of GDP;COL;Colombia;2014;2014;0.30317;;
GERD;GERD as a percentage of GDP;COL;Colombia;2015;2015;0.36542;;
GERD;GERD as a percentage of GDP;COL;Colombia;2016;2016;0.27051;;
GERD;GERD as a percentage of GDP;COL;Colombia;2017;2017;0.26109;;
GERD;GERD as a percentage of GDP;COL;Colombia;2018;2018;0.31233;;
GERD;GERD as a percentage of GDP;COL;Colombia;2019;2019;0.32169;;
GERD;GERD as a percentage of GDP;COL;Colombia;2020;2020;0.28812;;
GERD;GERD as a percentage of GDP;CRI;Costa Rica;2000;2000;0.41135;;
GERD;GERD as a percentage of GDP;CRI;Costa Rica;2003;2003;0.3619;;
GERD;GERD as a percentage of GDP;CRI;Costa Rica;2004;2004;0.37288;;
GERD;GERD as a percentage of GDP;CRI;Costa Rica;2006;2006;0.42693;;
GERD;GERD as a percentage of GDP;CRI;Costa Rica;2007;2007;0.35655;;
GERD;GERD as a percentage of GDP;CRI;Costa Rica;2008;2008;0.38593;;
GERD;GERD as a percentage of GDP;CRI;Costa Rica;2009;2009;0.51718;;
GERD;GERD as a percentage of GDP;CRI;Costa Rica;2010;2010;0.4799;;
GERD;GERD as a percentage of GDP;CRI;Costa Rica;2011;2011;0.46235;;
GERD;GERD as a percentage of GDP;CRI;Costa Rica;2012;2012;0.54713;;
GERD;GERD as a percentage of GDP;CRI;Costa Rica;2013;2013;0.54253;;
GERD;GERD as a percentage of GDP;CRI;Costa Rica;2014;2014;0.55627;;
GERD;GERD as a percentage of GDP;CRI;Costa Rica;2015;2015;0.43665;;
GERD;GERD as a percentage of GDP;CRI;Costa Rica;2016;2016;0.44335;;
GERD;GERD as a percentage of GDP;CRI;Costa Rica;2017;2017;0.42587;;
GERD;GERD as a percentage of GDP;CRI;Costa Rica;2018;2018;0.37144;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2000;2000;1.04097;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2001;2001;0.91707;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2002;2002;0.94124;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2003;2003;0.94169;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2004;2004;1.02135;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2005;2005;0.84877;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2006;2006;0.73391;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2007;2007;0.78622;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2008;2008;0.88041;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2009;2009;0.83825;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2010;2010;0.73532;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2011;2011;0.74126;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2012;2012;0.74185;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2013;2013;0.80011;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2014;2014;0.77383;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2015;2015;0.82948;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2016;2016;0.85162;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2017;2017;0.84892;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2018;2018;0.9523;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2019;2019;1.08105;;
GERD;GERD as a percentage of GDP;HRV;Croatia;2020;2020;1.24844;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2000;2000;0.47865;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2001;2001;0.5653;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2002;2002;0.56445;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2003;2003;0.58243;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2004;2004;0.60231;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2005;2005;0.5492;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2006;2006;0.44139;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2007;2007;0.43615;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2008;2008;0.50061;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2009;2009;0.61485;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2010;2010;0.60767;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2011;2011;0.27192;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2012;2012;0.40716;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2013;2013;0.47467;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2014;2014;0.41596;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2015;2015;0.42854;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2016;2016;0.34223;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2017;2017;0.43066;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2018;2018;0.53691;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2019;2019;0.55308;;
GERD;GERD as a percentage of GDP;CUB;Cuba;2020;2020;0.51838;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2000;2000;0.2269;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2001;2001;0.23694;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2002;2002;0.27967;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2003;2003;0.31834;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2004;2004;0.33564;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2005;2005;0.36727;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2006;2006;0.38346;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2007;2007;0.40007;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2008;2008;0.38594;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2009;2009;0.44437;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2010;2010;0.44409;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2011;2011;0.45389;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2012;2012;0.43888;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2013;2013;0.48607;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2014;2014;0.5136;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2015;2015;0.47689;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2016;2016;0.52202;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2017;2017;0.54439;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2018;2018;0.61583;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2019;2019;0.71463;;
GERD;GERD as a percentage of GDP;CYP;Cyprus;2020;2020;0.82234;;
GERD;GERD as a percentage of GDP;ECU;Ecuador;2001;2001;0.0515;;
GERD;GERD as a percentage of GDP;ECU;Ecuador;2002;2002;0.05534;;
GERD;GERD as a percentage of GDP;ECU;Ecuador;2003;2003;0.05735;;
GERD;GERD as a percentage of GDP;ECU;Ecuador;2006;2006;0.12863;;
GERD;GERD as a percentage of GDP;ECU;Ecuador;2007;2007;0.13194;;
GERD;GERD as a percentage of GDP;ECU;Ecuador;2008;2008;0.22779;;
GERD;GERD as a percentage of GDP;ECU;Ecuador;2009;2009;0.39463;;
GERD;GERD as a percentage of GDP;ECU;Ecuador;2010;2010;0.40297;;
GERD;GERD as a percentage of GDP;ECU;Ecuador;2011;2011;0.33991;;
GERD;GERD as a percentage of GDP;ECU;Ecuador;2012;2012;0.33236;;
GERD;GERD as a percentage of GDP;ECU;Ecuador;2013;2013;0.3799;;
GERD;GERD as a percentage of GDP;ECU;Ecuador;2014;2014;0.44266;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2000;2000;0.19247;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2004;2004;0.26994;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2005;2005;0.24141;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2006;2006;0.25903;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2007;2007;0.2551;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2008;2008;0.27024;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2009;2009;0.43312;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2010;2010;0.43345;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2011;2011;0.53154;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2012;2012;0.50899;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2013;2013;0.63895;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2014;2014;0.63649;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2015;2015;0.71858;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2016;2016;0.70848;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2017;2017;0.67941;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2018;2018;0.72388;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2019;2019;0.83715;;
GERD;GERD as a percentage of GDP;EGY;Egypt;2020;2020;0.96218;;
GERD;GERD as a percentage of GDP;SLV;El Salvador;2007;2007;0.1056;;
GERD;GERD as a percentage of GDP;SLV;El Salvador;2008;2008;0.13399;;
GERD;GERD as a percentage of GDP;SLV;El Salvador;2009;2009;0.0909;;
GERD;GERD as a percentage of GDP;SLV;El Salvador;2010;2010;0.07806;;
GERD;GERD as a percentage of GDP;SLV;El Salvador;2011;2011;0.0355;;
GERD;GERD as a percentage of GDP;SLV;El Salvador;2012;2012;0.03397;;
GERD;GERD as a percentage of GDP;SLV;El Salvador;2013;2013;0.06387;;
GERD;GERD as a percentage of GDP;SLV;El Salvador;2014;2014;0.09377;;
GERD;GERD as a percentage of GDP;SLV;El Salvador;2015;2015;0.14348;;
GERD;GERD as a percentage of GDP;SLV;El Salvador;2016;2016;0.14493;;
GERD;GERD as a percentage of GDP;SLV;El Salvador;2017;2017;0.18078;;
GERD;GERD as a percentage of GDP;SLV;El Salvador;2018;2018;0.16531;;
GERD;GERD as a percentage of GDP;SLV;El Salvador;2019;2019;0.17467;;
GERD;GERD as a percentage of GDP;EST;Estonia;2000;2000;0.6;;
GERD;GERD as a percentage of GDP;EST;Estonia;2001;2001;0.69839;;
GERD;GERD as a percentage of GDP;EST;Estonia;2002;2002;0.71203;;
GERD;GERD as a percentage of GDP;EST;Estonia;2003;2003;0.76465;;
GERD;GERD as a percentage of GDP;EST;Estonia;2004;2004;0.84584;;
GERD;GERD as a percentage of GDP;EST;Estonia;2005;2005;0.91705;;
GERD;GERD as a percentage of GDP;EST;Estonia;2006;2006;1.11277;;
GERD;GERD as a percentage of GDP;EST;Estonia;2007;2007;1.05874;;
GERD;GERD as a percentage of GDP;EST;Estonia;2008;2008;1.25188;;
GERD;GERD as a percentage of GDP;EST;Estonia;2009;2009;1.39679;;
GERD;GERD as a percentage of GDP;EST;Estonia;2010;2010;1.57899;;
GERD;GERD as a percentage of GDP;EST;Estonia;2011;2011;2.30522;;
GERD;GERD as a percentage of GDP;EST;Estonia;2012;2012;2.12481;;
GERD;GERD as a percentage of GDP;EST;Estonia;2013;2013;1.72412;;
GERD;GERD as a percentage of GDP;EST;Estonia;2014;2014;1.43023;;
GERD;GERD as a percentage of GDP;EST;Estonia;2015;2015;1.4675;;
GERD;GERD as a percentage of GDP;EST;Estonia;2016;2016;1.24306;;
GERD;GERD as a percentage of GDP;EST;Estonia;2017;2017;1.27685;;
GERD;GERD as a percentage of GDP;EST;Estonia;2018;2018;1.41624;;
GERD;GERD as a percentage of GDP;EST;Estonia;2019;2019;1.63337;;
GERD;GERD as a percentage of GDP;EST;Estonia;2020;2020;1.79247;;
GERD;GERD as a percentage of GDP;FRO;Faeroe Islands;2003;2003;0.85705;;
GERD;GERD as a percentage of GDP;GMB;Gambia;2008;2008;0.01261;;
GERD;GERD as a percentage of GDP;GMB;Gambia;2009;2009;0.01086;;
GERD;GERD as a percentage of GDP;GMB;Gambia;2011;2011;0.0848;;
GERD;GERD as a percentage of GDP;GMB;Gambia;2018;2018;0.06933;;
GERD;GERD as a percentage of GDP;GEO;Georgia;2000;2000;0.2153;;
GERD;GERD as a percentage of GDP;GEO;Georgia;2001;2001;0.23848;;
GERD;GERD as a percentage of GDP;GEO;Georgia;2002;2002;0.18574;;
GERD;GERD as a percentage of GDP;GEO;Georgia;2003;2003;0.2176;;
GERD;GERD as a percentage of GDP;GEO;Georgia;2004;2004;0.2442;;
GERD;GERD as a percentage of GDP;GEO;Georgia;2005;2005;0.17658;;
GERD;GERD as a percentage of GDP;GEO;Georgia;2013;2013;0.07856;;
GERD;GERD as a percentage of GDP;GEO;Georgia;2014;2014;0.17318;;
GERD;GERD as a percentage of GDP;GEO;Georgia;2015;2015;0.29928;;
GERD;GERD as a percentage of GDP;GEO;Georgia;2016;2016;0.28586;;
GERD;GERD as a percentage of GDP;GEO;Georgia;2017;2017;0.27023;;
GERD;GERD as a percentage of GDP;GEO;Georgia;2018;2018;0.28052;;
GERD;GERD as a percentage of GDP;GEO;Georgia;2019;2019;0.28468;;
GERD;GERD as a percentage of GDP;GEO;Georgia;2020;2020;0.3008;;
GERD;GERD as a percentage of GDP;GHA;Ghana;2007;2007;0.23157;;
GERD;GERD as a percentage of GDP;GHA;Ghana;2010;2010;0.37655;;
GERD;GERD as a percentage of GDP;GTM;Guatemala;2005;2005;0.03556;;
GERD;GERD as a percentage of GDP;GTM;Guatemala;2006;2006;0.0501;;
GERD;GERD as a percentage of GDP;GTM;Guatemala;2007;2007;0.06782;;
GERD;GERD as a percentage of GDP;GTM;Guatemala;2008;2008;0.0629;;
GERD;GERD as a percentage of GDP;GTM;Guatemala;2009;2009;0.0562;;
GERD;GERD as a percentage of GDP;GTM;Guatemala;2010;2010;0.04421;;
GERD;GERD as a percentage of GDP;GTM;Guatemala;2011;2011;0.04894;;
GERD;GERD as a percentage of GDP;GTM;Guatemala;2012;2012;0.04543;;
GERD;GERD as a percentage of GDP;GTM;Guatemala;2013;2013;0.03916;;
GERD;GERD as a percentage of GDP;GTM;Guatemala;2014;2014;0.02949;;
GERD;GERD as a percentage of GDP;GTM;Guatemala;2015;2015;0.03064;;
GERD;GERD as a percentage of GDP;GTM;Guatemala;2016;2016;0.02311;;
GERD;GERD as a percentage of GDP;GTM;Guatemala;2017;2017;0.02955;;
GERD;GERD as a percentage of GDP;GTM;Guatemala;2018;2018;0.02943;;
GERD;GERD as a percentage of GDP;GTM;Guatemala;2019;2019;0.02647;;
GERD;GERD as a percentage of GDP;HND;Honduras;2000;2000;0.04453;;
GERD;GERD as a percentage of GDP;HND;Honduras;2001;2001;0.03834;;
GERD;GERD as a percentage of GDP;HND;Honduras;2002;2002;0.04181;;
GERD;GERD as a percentage of GDP;HND;Honduras;2003;2003;0.04215;;
GERD;GERD as a percentage of GDP;HND;Honduras;2004;2004;0.04155;;
GERD;GERD as a percentage of GDP;HND;Honduras;2015;2015;0.01497;;
GERD;GERD as a percentage of GDP;HND;Honduras;2017;2017;0.03994;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2000;2000;0.46493;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2001;2001;0.53645;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2002;2002;0.58147;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2003;2003;0.68027;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2004;2004;0.72176;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2005;2005;0.77343;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2006;2006;0.79468;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2007;2007;0.75161;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2008;2008;0.71996;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2009;2009;0.77342;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2010;2010;0.74946;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2011;2011;0.72086;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2012;2012;0.72733;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2013;2013;0.73017;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2014;2014;0.74014;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2015;2015;0.76183;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2016;2016;0.79155;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2017;2017;0.83526;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2018;2018;0.8634;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2019;2019;0.92572;;
GERD;GERD as a percentage of GDP;HKG;China, Hong Kong Special Administrative Region;2020;2020;0.98766;;
GERD;GERD as a percentage of GDP;IND;India;2000;2000;0.75699;;
GERD;GERD as a percentage of GDP;IND;India;2001;2001;0.73591;;
GERD;GERD as a percentage of GDP;IND;India;2002;2002;0.72567;;
GERD;GERD as a percentage of GDP;IND;India;2003;2003;0.71929;;
GERD;GERD as a percentage of GDP;IND;India;2004;2004;0.7569;;
GERD;GERD as a percentage of GDP;IND;India;2005;2005;0.82411;;
GERD;GERD as a percentage of GDP;IND;India;2006;2006;0.80473;;
GERD;GERD as a percentage of GDP;IND;India;2007;2007;0.80507;;
GERD;GERD as a percentage of GDP;IND;India;2008;2008;0.85876;;
GERD;GERD as a percentage of GDP;IND;India;2009;2009;0.83314;;
GERD;GERD as a percentage of GDP;IND;India;2010;2010;0.78849;;
GERD;GERD as a percentage of GDP;IND;India;2011;2011;0.75502;;
GERD;GERD as a percentage of GDP;IND;India;2012;2012;0.74399;;
GERD;GERD as a percentage of GDP;IND;India;2013;2013;0.70642;;
GERD;GERD as a percentage of GDP;IND;India;2014;2014;0.70159;;
GERD;GERD as a percentage of GDP;IND;India;2015;2015;0.6931;;
GERD;GERD as a percentage of GDP;IND;India;2016;2016;0.66984;;
GERD;GERD as a percentage of GDP;IND;India;2017;2017;0.66603;;
GERD;GERD as a percentage of GDP;IND;India;2018;2018;0.65573;+;National Estimation
GERD;GERD as a percentage of GDP;IRN;Iran (Islamic Republic of);2001;2001;0.50218;;
GERD;GERD as a percentage of GDP;IRN;Iran (Islamic Republic of);2002;2002;0.49558;;
GERD;GERD as a percentage of GDP;IRN;Iran (Islamic Republic of);2003;2003;0.59484;;
GERD;GERD as a percentage of GDP;IRN;Iran (Islamic Republic of);2004;2004;0.50453;;
GERD;GERD as a percentage of GDP;IRN;Iran (Islamic Republic of);2005;2005;0.62284;;
GERD;GERD as a percentage of GDP;IRN;Iran (Islamic Republic of);2006;2006;0.55921;;
GERD;GERD as a percentage of GDP;IRN;Iran (Islamic Republic of);2008;2008;0.64647;;
GERD;GERD as a percentage of GDP;IRN;Iran (Islamic Republic of);2009;2009;0.27258;;
