INDICATOR;Indicator;Code;Country;Year;Time;Value;Flag Codes;Flags
RPMI;Researchers per million inhabitants (FTE);USA;United States of America;2014;2014;4205.87066;;
RPMI;Researchers per million inhabitants (FTE);USA;United States of America;2015;2015;4269.87393;;
RPMI;Researchers per million inhabitants (FTE);USA;United States of America;2016;2016;4251.16395;;
RPMI;Researchers per million inhabitants (FTE);USA;United States of America;2017;2017;4411.69935;;
RPMI;Researchers per million inhabitants (FTE);USA;United States of America;2018;2018;4748.84172;;
RPMI;Researchers per million inhabitants (FTE);USA;United States of America;2019;2019;4821.22748;;
RPMI;Researchers per million inhabitants (FTE);ALB;Albania;2008;2008;155.52783;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2000;2000;716.55644;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2001;2001;688.2777;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2002;2002;692.19186;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2003;2003;718.52276;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2004;2004;765.64017;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2005;2005;819.37769;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2006;2006;891.83275;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2007;2007;974.71808;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2008;2008;1035.99886;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2009;2009;1035.62531;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2010;2010;1123.83311;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2011;2011;1180.67303;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2012;2012;1203.37119;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2013;2013;1198.26439;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2014;2014;1206.94193;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2015;2015;1230.53948;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2016;2016;1259.64008;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2017;2017;1210.45658;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2018;2018;1224.17926;;
RPMI;Researchers per million inhabitants (FTE);ARG;Argentina;2019;2019;1230.75406;;
RPMI;Researchers per million inhabitants (FTE);BOL;Bolivia (Plurinational State of);2000;2000;71.2736;;
RPMI;Researchers per million inhabitants (FTE);BOL;Bolivia (Plurinational State of);2001;2001;122.37427;;
RPMI;Researchers per million inhabitants (FTE);BOL;Bolivia (Plurinational State of);2002;2002;118.95484;;
RPMI;Researchers per million inhabitants (FTE);BOL;Bolivia (Plurinational State of);2009;2009;143.85751;;
RPMI;Researchers per million inhabitants (FTE);BOL;Bolivia (Plurinational State of);2010;2010;163.80159;;
RPMI;Researchers per million inhabitants (FTE);BRA;Brazil;2000;2000;295.23457;;
RPMI;Researchers per million inhabitants (FTE);BRA;Brazil;2001;2001;337.39902;;
RPMI;Researchers per million inhabitants (FTE);BRA;Brazil;2002;2002;398.41199;;
RPMI;Researchers per million inhabitants (FTE);BRA;Brazil;2003;2003;423.24525;;
RPMI;Researchers per million inhabitants (FTE);BRA;Brazil;2004;2004;483.03027;;
RPMI;Researchers per million inhabitants (FTE);BRA;Brazil;2005;2005;509.01507;;
RPMI;Researchers per million inhabitants (FTE);BRA;Brazil;2006;2006;543.2361;;
RPMI;Researchers per million inhabitants (FTE);BRA;Brazil;2007;2007;555.12941;;
RPMI;Researchers per million inhabitants (FTE);BRA;Brazil;2008;2008;590.71388;;
RPMI;Researchers per million inhabitants (FTE);BRA;Brazil;2009;2009;625.52058;;
RPMI;Researchers per million inhabitants (FTE);BRA;Brazil;2010;2010;686.12491;;
RPMI;Researchers per million inhabitants (FTE);BRA;Brazil;2011;2011;737.71786;;
RPMI;Researchers per million inhabitants (FTE);BRA;Brazil;2012;2012;788.48979;;
RPMI;Researchers per million inhabitants (FTE);BRA;Brazil;2013;2013;838.47208;;
RPMI;Researchers per million inhabitants (FTE);BRA;Brazil;2014;2014;887.67844;;
RPMI;Researchers per million inhabitants (FTE);BRN;Brunei Darussalam;2002;2002;285.48195;;
RPMI;Researchers per million inhabitants (FTE);BRN;Brunei Darussalam;2003;2003;277.39015;;
RPMI;Researchers per million inhabitants (FTE);BRN;Brunei Darussalam;2004;2004;283.50207;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2000;2000;1185.17766;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2001;2001;1162.19205;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2002;2002;1172.479;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2003;2003;1228.67973;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2004;2004;1268.87888;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2005;2005;1307.79884;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2006;2006;1354.47304;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2007;2007;1478.61752;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2008;2008;1513.00749;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2009;2009;1601.3888;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2010;2010;1478.65161;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2011;2011;1613.03219;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2012;2012;1540.76839;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2013;2013;1683.79312;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2014;2014;1821.92174;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2015;2015;1977.29335;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2016;2016;2237.29099;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2017;2017;2125.18395;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2018;2018;2342.86988;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2019;2019;2419.95886;;
RPMI;Researchers per million inhabitants (FTE);BGR;Bulgaria;2020;2020;2402.12019;;
RPMI;Researchers per million inhabitants (FTE);COL;Colombia;2013;2013;57.3604;;
RPMI;Researchers per million inhabitants (FTE);COL;Colombia;2014;2014;58.29539;;
RPMI;Researchers per million inhabitants (FTE);COL;Colombia;2015;2015;69.54869;;
RPMI;Researchers per million inhabitants (FTE);COL;Colombia;2016;2016;89.36161;;
RPMI;Researchers per million inhabitants (FTE);COL;Colombia;2017;2017;88.0191;;
RPMI;Researchers per million inhabitants (FTE);COG;Congo;2000;2000;32.5349;;
RPMI;Researchers per million inhabitants (FTE);CRI;Costa Rica;2003;2003;131.60255;;
RPMI;Researchers per million inhabitants (FTE);CRI;Costa Rica;2004;2004;108.63507;;
RPMI;Researchers per million inhabitants (FTE);CRI;Costa Rica;2005;2005;122.92609;;
RPMI;Researchers per million inhabitants (FTE);CRI;Costa Rica;2008;2008;261.02787;;
RPMI;Researchers per million inhabitants (FTE);CRI;Costa Rica;2009;2009;339.54618;;
RPMI;Researchers per million inhabitants (FTE);CRI;Costa Rica;2010;2010;381.87801;;
RPMI;Researchers per million inhabitants (FTE);CRI;Costa Rica;2011;2011;406.20873;;
RPMI;Researchers per million inhabitants (FTE);CRI;Costa Rica;2012;2012;337.24403;;
RPMI;Researchers per million inhabitants (FTE);CRI;Costa Rica;2013;2013;355.11641;;
RPMI;Researchers per million inhabitants (FTE);CRI;Costa Rica;2014;2014;568.46192;;
RPMI;Researchers per million inhabitants (FTE);CRI;Costa Rica;2015;2015;495.2758;;
RPMI;Researchers per million inhabitants (FTE);CRI;Costa Rica;2016;2016;525.37635;;
RPMI;Researchers per million inhabitants (FTE);CRI;Costa Rica;2017;2017;380.40758;;
RPMI;Researchers per million inhabitants (FTE);CRI;Costa Rica;2018;2018;345.03858;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2000;2000;1529.33272;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2001;2001;1509.95616;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2002;2002;1950.04367;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2003;2003;1335.41586;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2004;2004;1628.69347;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2005;2005;1308.11424;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2006;2006;1321.96175;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2007;2007;1404.9522;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2008;2008;1538.60787;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2009;2009;1596.53963;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2010;2010;1641.34223;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2011;2011;1587.48964;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2012;2012;1556.84123;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2013;2013;1526.68079;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2014;2014;1437.42986;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2015;2015;1504.17896;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2016;2016;1850.49572;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2017;2017;1868.34023;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2018;2018;1921.13136;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2019;2019;2135.43604;;
RPMI;Researchers per million inhabitants (FTE);HRV;Croatia;2020;2020;2219.83126;;
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2000;2000;434.37809;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2001;2001;471.97958;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2002;2002;609.48271;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2003;2003;677.83199;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2004;2004;795.28883;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2005;2005;916.65065;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2006;2006;986.91676;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2007;2007;1029.19752;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2008;2008;1011.38118;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2009;2009;1065.75189;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2010;2010;1077.70041;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2011;2011;1063.79153;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2012;2012;1017.46435;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2013;2013;1036.13054;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2014;2014;1064.92501;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2015;2015;1009.05438;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2016;2016;1050.53568;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2017;2017;1196.43246;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2018;2018;1389.4296;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2019;2019;1635.12593;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);CYP;Cyprus;2020;2020;1690.835;+;National Estimation
RPMI;Researchers per million inhabitants (FTE);ECU;Ecuador;2001;2001;39.79971;;
RPMI;Researchers per million inhabitants (FTE);ECU;Ecuador;2002;2002;41.84589;;
RPMI;Researchers per million inhabitants (FTE);ECU;Ecuador;2003;2003;48.2435;;
RPMI;Researchers per million inhabitants (FTE);ECU;Ecuador;2006;2006;70.05997;;
RPMI;Researchers per million inhabitants (FTE);ECU;Ecuador;2007;2007;64.63095;;
RPMI;Researchers per million inhabitants (FTE);ECU;Ecuador;2008;2008;102.6071;;
RPMI;Researchers per million inhabitants (FTE);ECU;Ecuador;2009;2009;117.68404;;
RPMI;Researchers per million inhabitants (FTE);ECU;Ecuador;2010;2010;140.58063;;
RPMI;Researchers per million inhabitants (FTE);ECU;Ecuador;2011;2011;179.50769;;
RPMI;Researchers per million inhabitants (FTE);ECU;Ecuador;2012;2012;281.16658;;
RPMI;Researchers per million inhabitants (FTE);ECU;Ecuador;2013;2013;350.66109;;
RPMI;Researchers per million inhabitants (FTE);ECU;Ecuador;2014;2014;399.48996;;
RPMI;Researchers per million inhabitants (FTE);EGY;Egypt;2007;2007;630.98119;;
RPMI;Researchers per million inhabitants (FTE);EGY;Egypt;2008;2008;438.60396;;
RPMI;Researchers per million inhabitants (FTE);EGY;Egypt;2009;2009;433.32825;;
RPMI;Researchers per million inhabitants (FTE);EGY;Egypt;2010;2010;492.40565;;
RPMI;Researchers per million inhabitants (FTE);EGY;Egypt;2011;2011;491.76349;;
RPMI;Researchers per million inhabitants (FTE);EGY;Egypt;2012;2012;517.14349;;
RPMI;Researchers per million inhabitants (FTE);EGY;Egypt;2013;2013;539.02144;;
RPMI;Researchers per million inhabitants (FTE);EGY;Egypt;2014;2014;675.24227;;
RPMI;Researchers per million inhabitants (FTE);EGY;Egypt;2015;2015;672.94068;;
RPMI;Researchers per million inhabitants (FTE);EGY;Egypt;2016;2016;689.24608;;
RPMI;Researchers per million inhabitants (FTE);EGY;Egypt;2017;2017;677.10022;;
RPMI;Researchers per million inhabitants (FTE);EGY;Egypt;2018;2018;686.71743;;
RPMI;Researchers per million inhabitants (FTE);EGY;Egypt;2019;2019;824.97629;;
RPMI;Researchers per million inhabitants (FTE);EGY;Egypt;2020;2020;837.97973;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2000;2000;1905.49434;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2001;2001;1926.3794;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2002;2002;2212.28698;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2003;2003;2197.52365;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2004;2004;2470.7293;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2005;2005;2457.12751;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2006;2006;2603.45067;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2007;2007;2744.93118;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2008;2008;2969.24123;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2009;2009;3228.71566;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2010;2010;3060.57874;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2011;2011;3397.58185;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2012;2012;3462.92471;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2013;2013;3341.01051;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2014;2014;3284.26311;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2015;2015;3183.24369;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2016;2016;3295.07562;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2017;2017;3542.54618;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2018;2018;3755.32912;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2019;2019;3767.96857;;
RPMI;Researchers per million inhabitants (FTE);EST;Estonia;2020;2020;3846.11036;;
RPMI;Researchers per million inhabitants (FTE);ETH;Ethiopia;2005;2005;21.06192;;
RPMI;Researchers per million inhabitants (FTE);ETH;Ethiopia;2007;2007;20.01875;;
RPMI;Researchers per million inhabitants (FTE);ETH;Ethiopia;2010;2010;42.22959;;
RPMI;Researchers per million inhabitants (FTE);ETH;Ethiopia;2013;2013;44.73122;;
RPMI;Researchers per million inhabitants (FTE);ETH;Ethiopia;2017;2017;90.52892;;
RPMI;Researchers per million inhabitants (FTE);GUM;Guam;2003;2003;285.32118;;
RPMI;Researchers per million inhabitants (FTE);GUM;Guam;2004;2004;316.25353;;
RPMI;Researchers per million inhabitants (FTE);GUM;Guam;2005;2005;303.02648;;
RPMI;Researchers per million inhabitants (FTE);GTM;Guatemala;2005;2005;29.6273;;
RPMI;Researchers per million inhabitants (FTE);GTM;Guatemala;2006;2006;24.25912;;
RPMI;Researchers per million inhabitants (FTE);GTM;Guatemala;2007;2007;34.08678;;
RPMI;Researchers per million inhabitants (FTE);GTM;Guatemala;2008;2008;38.55373;;
RPMI;Researchers per million inhabitants (FTE);GTM;Guatemala;2009;2009;38.69725;;
RPMI;Researchers per million inhabitants (FTE);GTM;Guatemala;2010;2010;24.81132;;
RPMI;Researchers per million inhabitants (FTE);GTM;Guatemala;2011;2011;24.75115;;
RPMI;Researchers per million inhabitants (FTE);GTM;Guatemala;2012;2012;26.91416;;
RPMI;Researchers per million inhabitants (FTE);GTM;Guatemala;2013;2013;17.37646;;
RPMI;Researchers per million inhabitants (FTE);GTM;Guatemala;2014;2014;20.28482;;
RPMI;Researchers per million inhabitants (FTE);GTM;Guatemala;2015;2015;22.15054;;
RPMI;Researchers per million inhabitants (FTE);GTM;Guatemala;2016;2016;22.07069;;
RPMI;Researchers per million inhabitants (FTE);GTM;Guatemala;2017;2017;14.07038;;
RPMI;Researchers per million inhabitants (FTE);GTM;Guatemala;2018;2018;12.87117;;
RPMI;Researchers per million inhabitants (FTE);GTM;Guatemala;2019;2019;14.44703;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2000;2000;1169.78769;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2001;2001;1372.74013;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2002;2002;1587.48988;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2003;2003;2007.08525;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2004;2004;2163.66776;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2005;2005;2662.50136;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2006;2006;2694.02889;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2007;2007;2858.61946;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2008;2008;2680.96008;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2009;2009;2784.6927;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2010;2010;3114.55198;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2011;2011;3085.38105;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2012;2012;3191.214;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2013;2013;3377.87416;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2014;2014;3591.19623;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2015;2015;3565.12862;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2016;2016;3741.2636;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2017;2017;3782.34083;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2018;2018;4026.59891;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2019;2019;4265.91488;;
RPMI;Researchers per million inhabitants (FTE);HKG;China, Hong Kong Special Administrative Region;2020;2020;4352.15189;;
RPMI;Researchers per million inhabitants (FTE);IND;India;2000;2000;109.72807;;
RPMI;Researchers per million inhabitants (FTE);IND;India;2005;2005;134.91257;;
RPMI;Researchers per million inhabitants (FTE);IND;India;2010;2010;156.21967;;
RPMI;Researchers per million inhabitants (FTE);IND;India;2015;2015;216.00083;;
RPMI;Researchers per million inhabitants (FTE);IND;India;2018;2018;252.70392;;
RPMI;Researchers per million inhabitants (FTE);JOR;Jordan;2015;2015;252.41257;;
RPMI;Researchers per million inhabitants (FTE);JOR;Jordan;2016;2016;592.40429;;
RPMI;Researchers per million inhabitants (FTE);JOR;Jordan;2017;2017;595.96296;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2000;2000;158.42568;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2001;2001;159.75033;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2002;2002;161.90945;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2003;2003;165.61607;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2004;2004;169.50755;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2005;2005;169.14824;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2006;2006;165.14497;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2007;2007;188.49697;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2008;2008;151.73141;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2009;2009;142.50039;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2010;2010;136.03469;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2011;2011;129.73239;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2012;2012;131.08966;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2014;2014;620.16705;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2015;2015;395.76691;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2016;2016;478.15511;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2017;2017;501.56567;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2018;2018;513.86021;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2019;2019;184.21315;;
RPMI;Researchers per million inhabitants (FTE);KWT;Kuwait;2020;2020;173.5131;;
RPMI;Researchers per million inhabitants (FTE);LAO;Lao People's Democratic Republic;2002;2002;15.83763;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2000;2000;1599.72217;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2001;2001;1482.60075;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2002;2002;1479.50937;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2003;2003;1389.07682;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2004;2004;1458.58501;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2005;2005;1457.37576;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2006;2006;1768.48687;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2007;2007;1891.18821;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2008;2008;2012.65717;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2009;2009;1688.28111;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2010;2010;1838.72373;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2011;2011;1885.26039;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2012;2012;1886.88729;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2013;2013;1772.65341;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2014;2014;1854.32652;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2015;2015;1808.60341;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2016;2016;1596.54272;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2017;2017;1784.63705;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2018;2018;1792.10447;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2019;2019;1904.81885;;
RPMI;Researchers per million inhabitants (FTE);LVA;Latvia;2020;2020;2158.84016;;
RPMI;Researchers per million inhabitants (FTE);LSO;Lesotho;2002;2002;5.91183;;
RPMI;Researchers per million inhabitants (FTE);LSO;Lesotho;2003;2003;7.43182;;
RPMI;Researchers per million inhabitants (FTE);LSO;Lesotho;2004;2004;9.97039;;
RPMI;Researchers per million inhabitants (FTE);LSO;Lesotho;2009;2009;23.01356;;
RPMI;Researchers per million inhabitants (FTE);LSO;Lesotho;2011;2011;5.93875;;
RPMI;Researchers per million inhabitants (FTE);LSO;Lesotho;2015;2015;24.1134;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2000;2000;2220.83311;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2001;2001;2324.66084;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2002;2002;1836.41081;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2003;2003;1934.76679;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2004;2004;2175.60337;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2005;2005;2283.60885;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2006;2006;2415.74046;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2007;2007;2598.05215;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2008;2008;2624.76014;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2009;2009;2680.54615;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2010;2010;2752.72295;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2011;2011;2721.0196;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2012;2012;2634.32583;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2013;2013;2843.86431;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2014;2014;3054.01621;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2015;2015;2785.58468;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2016;2016;2950.27923;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2017;2017;3071.96071;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2018;2018;3190.70248;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2019;2019;3489.60204;;
RPMI;Researchers per million inhabitants (FTE);LTU;Lithuania;2020;2020;3728.47997;;
RPMI;Researchers per million inhabitants (FTE);MKD;North Macedonia;2000;2000;651.16357;;
RPMI;Researchers per million inhabitants (FTE);MKD;North Macedonia;2001;2001;606.99751;;
RPMI;Researchers per million inhabitants (FTE);MKD;North Macedonia;2002;2002;568.10195;;
RPMI;Researchers per million inhabitants (FTE);MKD;North Macedonia;2003;2003;544.45595;;
RPMI;Researchers per million inhabitants (FTE);MKD;North Macedonia;2004;2004;519.67674;;
RPMI;Researchers per million inhabitants (FTE);MKD;North Macedonia;2005;2005;540.21967;;
